date,type,title,press,category,link,aid
2015-03-30 00:00:00,text,금연 치료도 건강보험 지원,SBS,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=055&aid=0000305472,0000305472
2015-03-30 00:00:00,text,화기·유독물 방치…위험천만 대학 실험실,KBS,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=056&aid=0010134079,0010134079
2015-03-30 00:00:00,text,"메리츠 화재, 고객 녹취 파일 70만 건 인터넷에 방치",MBC,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=214&aid=0000469113,0000469113
2015-03-30 00:00:00,text,"""편의점 투자금 놓고 갈등""..",SBS,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=055&aid=0000305470,0000305470
2015-03-30 00:00:00,text,'2년 무보직'…월급 꼬박꼬박 타간 고위공무원,JTBC,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=437&aid=0000069264,0000069264
2015-03-30 00:00:00,text,동전까지 '탈탈' 털어 쓴다,SBS,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=055&aid=0000305479,0000305479
2015-03-30 00:00:00,text,학생·신혼부부 '발 동동'…최악의 전세난 왔다,MBN,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=057&aid=0000594106,0000594106
2015-03-30 00:00:00,text,유일호 임명동의안 국회 접수…재산 8억2천만원,연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007430094,0007430094
2015-03-30 00:00:00,text,전세계 10대 소녀들 노리는 IS,한겨레,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=028&aid=0002265130,0002265130
2015-03-30 00:00:00,text,"정부 ""IS 가담 김군, 현행법 처벌..""",세계일보,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=022&aid=0002788694,0002788694
2015-03-30 00:00:00,text,신종마약 '허브' 국내에 대량 유통…중고생도 구매,연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007430069,0007430069
2015-03-30 00:00:00,text,"FBI ""소니 해킹 배후는 북한 확실""",뉴시스,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=003&aid=0006373392,0006373392
2015-03-30 00:00:00,text,"대정부질문, 정치·외교·안보 쟁점은",세계일보,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=022&aid=0002788674,0002788674
2015-03-30 00:00:00,text,"정부, 전기차 대중화 '뒤늦은 시동'",한겨레,103,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=028&aid=0002265114,0002265114
2015-03-30 00:00:00,text,"똑같이 벌어도…회사원 소득세, 임대업자의 12배",세계일보,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=022&aid=0002788657,0002788657
2015-03-30 00:00:00,text,아시아나항공 경영권 놓고 1조원 규모 인수전 가열,연합뉴스,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=001&aid=0007430046,0007430046
2015-03-30 00:00:00,text,"교황, 숨진 노숙자 바티칸 무덤에 안장 허용",연합뉴스,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=001&aid=0007430124,0007430124
2015-03-30 00:00:00,text,"'항균효과 없는 항균필터'…공정위, 허위광고 조사",이데일리,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=018&aid=0003191066,0003191066
2015-03-30 00:00:00,text,"자원외교국조, MB정부 '자원외교 회수율' 진실 공방",뉴스1,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0001283716,0001283716
2015-03-30 00:00:00,text,"국감 판박이 자원외교 국조…진실게임만 난무, 책임은 누가?",뉴스1,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0001283462,0001283462
2015-03-30 00:00:00,text,대정부질문 첫날 '개헌론' 불붙어,뉴시스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=003&aid=0006373157,0006373157
2015-03-30 00:00:00,text,"참존, 인천공항 면세점 포기…보증금 277억 못내",뉴스1,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=421&aid=0001283701,0001283701
2015-03-30 00:00:00,text,"신한카드, 車복합할부 상품 취급 중단…현대차 협상 결렬",이데일리,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=018&aid=0003191541,0003191541
2015-03-30 00:00:00,text,'주말' 폰 개통…합의 구조서 빠진 유통망만 '울상',아시아경제,105,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=277&aid=0003441146,0003441146
2015-03-30 00:00:00,text,"의협 ""원격의료 시범사업 환자 정보유출에 무방비""",조선비즈,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=366&aid=0000250091,0000250091
2015-03-30 00:00:00,text,'불법택시영업' 논란 우버엑스 무료 전환,뉴스1,103,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=421&aid=0001283634,0001283634
2015-03-30 00:00:00,text,내일 낮부터 찬바람 '쌩쌩'…중부..,연합뉴스,103,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=001&aid=0007429867,0007429867
2015-03-30 00:00:00,text,"우버, 라이드쉐어링 서비스 우버엑스 무료 전환",이데일리,103,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=018&aid=0003191471,0003191471
2015-03-30 00:00:00,text,연금개혁 대타협기구 '삐걱'…공무원단체 회의 퇴장,연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007429631,0007429631
2015-03-30 00:00:00,text,'사드' · 남북현안 해법에 여야 집중,뉴스1,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0001283511,0001283511
2015-03-30 00:00:00,text,내일 낮부터 찬바람 '쌩쌩'…중부 오늘밤 비·눈,연합뉴스,103,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=001&aid=0007429867,0007429867
2015-03-30 00:00:00,text,'베이비 카라' 소진 24일 사망…아파트 화단서 발견돼,연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007429589,0007429589
2015-03-30 00:00:00,text,"황우여 '대학 정원감축, 대학이 먼저 자율적으로 해야""",헤럴드경제,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=016&aid=0000646851,0000646851
2015-03-30 00:00:00,text,"日, 中 '충칭 대폭격' 피해자 집단 소송 기각",뉴스1,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=421&aid=0001283525,0001283525
2015-03-30 00:00:00,text,"이완구 ""남재준 남북 대화록 공개..""",뉴시스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=003&aid=0006372939,0006372939
2015-03-30 00:00:00,text,"'항균효과 없는 항균필터'…공정위, 허위광고 조사",이데일리,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=018&aid=0003191066,0003191066
2015-03-30 00:00:00,text,오는 7월부터 말기암 환자..,머니투데이,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=008&aid=0003425323,0003425323
2015-03-30 00:00:00,text,한중FTA 제조업 양보하고 농수산물 지켰다,연합뉴스,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=001&aid=0007428096,0007428096
2015-03-30 00:00:00,text,"자원외교 특위, 윤상직 '총회수율' 조작 의혹 도마",뉴시스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=003&aid=0006372869,0006372869
2015-03-30 00:00:00,text,오는 7월부터 말기암 환자..,머니투데이,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=008&aid=0003425323,0003425323
2015-03-30 00:00:00,text,"경찰 ""세종 총기난사 사건..""",뉴스1,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=421&aid=0001283207,0001283207
2015-03-30 00:00:00,text,"천안 아파트 살인사건 30대 용의자 ""살해당할 것 같았다""",뉴시스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=003&aid=0006372670,0006372670
2015-03-30 00:00:00,text,"한민구 ""사드 도입계획 없다..""",연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007429185,0007429185
2015-03-30 00:00:00,text,미 여성 선교사 나이지리아서 피랍…몸값 3억원 요구,연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007429362,0007429362
2015-03-30 00:00:00,text,서울 도심 곳곳서 박근혜 대통령 비판 전단 살포,뉴시스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=003&aid=0006372255,0006372255
2015-03-30 00:00:00,text,"코스피, 6일 연속 강세행진에 2000선 눈앞…1990선 안착",아시아경제,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=277&aid=0003441060,0003441060
2015-03-30 00:00:00,text,한중FTA 가서명…제조업 양보하고..,연합뉴스,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=001&aid=0007428096,0007428096
2015-03-30 00:00:00,text,"""한국인이 가장 좋아하는 취미는 등산"" - 한국갤럽",연합뉴스,103,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=001&aid=0007429084,0007429084
2015-03-30 00:00:00,text,"경찰 ""세종 편의점 총기난사 사건..""",뉴스1,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=421&aid=0001283078,0001283078
2015-03-30 00:00:00,text,전국 개인 총기 소지 17만정…관리 어떻게 이뤄지나,뉴시스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=003&aid=0006372335,0006372335
2015-03-30 00:00:00,text,"朴정부 2년…여 ""화두는 책임"" 야 ""사실상 레임덕""",머니투데이,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=008&aid=0003425370,0003425370
2015-03-30 00:00:00,text,"'베이비 카라' 소진 24일 사망…""오늘 장례 치러""",연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007428992,0007428992
2015-03-30 00:00:00,text,"이총리, 국회 대정부질문 신중한..",연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007428871,0007428871
2015-03-30 00:00:00,text,3.7년만에 이동전화 주말 전산개통…유통점은 피해 우려,이데일리,105,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=018&aid=0003191068,0003191068
2015-03-30 00:00:00,text,히틀러 '나의 투쟁' 70년만에 독일서 재출간,문화일보,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=021&aid=0002228820,0002228820
2015-03-30 00:00:00,text,"오는 7월부터 말기 암 환자, 호스피스비용 부담 줄어든다",머니투데이,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=008&aid=0003425323,0003425323
2015-03-30 00:00:00,text,"행복주택 임대료, 대학생<사회초년생<신혼부부",아시아경제,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=277&aid=0003440370,0003440370
2015-03-30 00:00:00,text,'4대강 사업' 생태공원 전면 재평가,머니투데이,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=008&aid=0003425237,0003425237
2015-03-30 00:00:00,text,유치원~고교까지 성장단계별로 안전교육 받는다,뉴스1,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=421&aid=0001282790,0001282790
2015-03-30 00:00:00,text,"'허브마약' 밀수해 SNS로 판매, 상습 흡연자엔 중학생도",머니투데이,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=008&aid=0003425248,0003425248
2015-03-30 00:00:00,text,엽총발사 3명 살해…용의자 자살,연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007428595,0007428595
2015-03-30 00:00:00,text,日정부 근로정신대 199엔 '지급모욕'…정부 소극 대응도 한몫,연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007428547,0007428547
2015-03-30 00:00:00,text,범죄목적 총기 출고해도 막을 방법 없어,문화일보,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=021&aid=0002228809,0002228809
2015-03-30 00:00:00,text,유아용 식탁의자 7개중 4개 '납 검출'…최대 93배 초과,이데일리,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=018&aid=0003191038,0003191038
2015-03-30 00:00:00,text,"한·중 FTA 가서명 완료…""국회..""",뉴스1,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=421&aid=0001282243,0001282243
2015-03-30 00:00:00,text,대한민국 국민 모두가 스마트뱅킹…3년만에 4.7배로,뉴스1,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=421&aid=0001282530,0001282530
2015-03-30 00:00:00,text,"일본인 81% ""日 역대총리, 지금까지 과거사 사과로 충분""",파이낸셜뉴스,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=014&aid=0003375609,0003375609
2015-03-30 00:00:00,text,"최경환 ""높은 전세가율에 세입자..""",연합뉴스,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=001&aid=0007428101,0007428101
2015-03-30 00:00:00,text,올해 서울 최저시급 '6687원'…정부 최저임금보다 1107원↑,뉴시스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=003&aid=0006371813,0006371813
2015-03-30 00:00:00,text,"119구조 2명 중 1명, '승강기·잠긴문'에 갇혔다가…",뉴시스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=003&aid=0006371767,0006371767
2015-03-30 00:00:00,text,"'세 부모법' 英상원도 통과, 세계최초 3부모 체외수정 허용",세계일보,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=022&aid=0002788362,0002788362
2015-03-30 00:00:00,text,"세종시 편의점 총기사건, 사전 모의한 듯",YTN,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=052&aid=0000660662,0000660662
2015-03-30 00:00:00,text,올해 서울 최저시급 '6687원'…정부 최저임금보다 1107원↑,뉴시스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=003&aid=0006371765,0006371765
2015-03-30 00:00:00,text,"朴대통령 ""靑, 기강 흐트러지지 않도록 유념해달라""",뉴시스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=003&aid=0006371632,0006371632
2015-03-30 00:00:00,text,"""당이 주도권을""…朴정부 3년차 정책기조 변화하나",이데일리,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=018&aid=0003190915,0003190915
2015-03-30 00:00:00,text,"행복주택, 시세보다 20~40% 싸게..",이데일리,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=018&aid=0003190570,0003190570
2015-03-30 00:00:00,text,"대정부질문, '개헌론'으로 포문열어",아시아경제,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=277&aid=0003440750,0003440750
2015-03-30 00:00:00,text,"도로명주소 본격시행 1年…""외국인도 헷갈려""",헤럴드경제,103,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=016&aid=0000646184,0000646184
2015-03-30 00:00:00,text,"대정부질문, 이재오·이해찬 의원 '개헌론'으로 포문열어",아시아경제,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=277&aid=0003440750,0003440750
2015-03-30 00:00:00,text,세종 총기사건 용의자는 피해자 여동생의 지인..,경향신문,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=032&aid=0002573929,0002573929
2015-03-30 00:00:00,text,엽총난사 3명 살해..용의자 자살,연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007427996,0007427996
2015-03-30 00:00:00,text,"""경제살리기가 최우선 가치""…李총리 국회 신고식",이데일리,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=018&aid=0003190891,0003190891
2015-03-30 00:00:00,text,세종시 장군면 편의점서 엽총발사 3명 사망..,뉴스1,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=421&aid=0001282120,0001282120
2015-03-30 00:00:00,text,"""돈쓸 곳 늘어 할 수 없이""…소비심리 두달째 개선",국민일보,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=005&aid=0000742408,0000742408
2015-03-30 00:00:00,text,"최경환 ""전세가율 상승, 세심히..""",연합뉴스,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=001&aid=0007427890,0007427890
2015-03-30 00:00:00,text,"""일본, ICT 시장 겨냥해 구글 대항전략 추진""",연합뉴스,105,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0007427690,0007427690
2015-03-30 00:00:00,text,"세종시 편의점 총격으로 3명 사망, 치정 원인 추정",머니투데이,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=008&aid=0003425106,0003425106
2015-03-30 00:00:00,text,"IS, 시리아 기독교도 150명 납치…소수종교 수난",연합뉴스,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=001&aid=0007427821,0007427821
2015-03-30 00:00:00,text,세종 총기사건 용의자 숨진 채 발견,연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007427849,0007427849
2015-03-30 00:00:00,text,"당정청 ""당 중심 공감대…계획부터..""",연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007427833,0007427833
2015-03-30 00:00:00,text,'총기난사' 용의자 수원 영통에 사는 50세 강 모 씨,MBN,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=057&aid=0000593464,0000593464
2015-03-30 00:00:00,text,세종 편의점서 엽총 발사 3명 사망,연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007427727,0007427727
2015-03-30 00:00:00,text,세종 총기사건 용의자 차량 공주서 발견,연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007427740,0007427740
